otime,open,high,low,close,volume,ctime,quote,trades,TB Base Volume,TB Quote Volume,ignore
1624233600000,7.99100000,9.80000000,5.32200000,6.60400000,3693987.40000000,1624838399999,26073161.94190000,110625,1749529.80000000,12532022.14010000,0
1624838400000,6.60400000,6.97000000,5.31600000,5.90600000,1083273.20000000,1625443199999,6468351.50550000,36735,485890.40000000,2905150.95760000,0
1625443200000,5.90000000,7.26200000,5.37900000,6.79000000,2310984.10000000,1626047999999,14492583.52750000,73271,1116452.10000000,6998831.20900000,0
1626048000000,6.82400000,10.66000000,5.60300000,7.27100000,9096967.10000000,1626652799999,77296044.68910000,390602,4346377.20000000,37259202.12780000,0
1626652800000,7.27100000,8.90000000,5.57400000,8.65800000,4080035.00000000,1627257599999,29005801.00210000,187497,1889552.40000000,13451212.43000000,0
1627257600000,8.65800000,9.45000000,7.53200000,7.97400000,2659094.10000000,1627862399999,21780265.19880000,135053,1228418.20000000,10065323.92710000,0
1627862400000,7.97300000,14.89800000,7.67900000,12.03000000,9701219.50000000,1628467199999,111669666.71350000,499966,4747744.70000000,54811361.88920000,0
1628467200000,12.03700000,14.88000000,11.25100000,14.39700000,3087692.60000000,1629071999999,39376187.08370000,200352,1493005.00000000,19126052.85910000,0
1629072000000,14.44400000,24.80000000,14.12400000,18.94600000,6732071.40000000,1629676799999,128129533.27120000,553684,3237950.10000000,61599936.81790000,0
1629676800000,18.92100000,22.51200000,15.00100000,16.80500000,4532565.80000000,1630281599999,81964043.75430000,360064,2112535.30000000,38281293.97610000,0
1630281600000,16.85000000,20.46000000,15.54700000,17.36900000,4169517.30000000,1630886399999,73659980.31780000,324256,2040634.10000000,36167522.12960000,0
1630886400000,17.39700000,17.95000000,10.44100000,15.76600000,5332301.90000000,1631491199999,78442907.88890000,308372,2541056.40000000,37364459.00940000,0
1631491200000,15.73900000,15.79200000,12.66100000,12.89800000,3122971.30000000,1632095999999,43513675.37430000,164126,1445608.60000000,20154128.50110000,0
1632096000000,12.89600000,12.89600000,9.24600000,10.32700000,2965355.00000000,1632700799999,31554267.57770000,103984,1402655.30000000,14951901.04890000,0
1632700800000,10.33400000,12.67900000,8.72900000,11.24000000,3007886.80000000,1633305599999,31354515.86790000,104988,1436029.00000000,15032287.89630000,0
1633305600000,11.22200000,13.65200000,10.77400000,10.77400000,4018443.20000000,1633910399999,47947258.20000000,158711,1970639.00000000,23544029.29600000,0
1633910400000,10.76600000,17.50000000,10.00000000,12.12600000,11052762.40000000,1634515199999,153328343.44410000,457975,5585240.10000000,77722308.99890000,0
1634515200000,12.12100000,12.90000000,10.70800000,11.05400000,2150705.50000000,1635119999999,25682511.46310000,91611,1025571.90000000,12283729.20920000,0
1635120000000,11.04700000,13.12900000,9.86300000,11.90000000,3544300.00000000,1635724799999,40257286.47670000,145086,1716180.40000000,19489089.77260000,0
1635724800000,11.91300000,17.44000000,11.77700000,15.01300000,7069559.70000000,1636329599999,104615098.47310000,433046,3545361.70000000,52566806.30610000,0
1636329600000,15.01300000,19.83800000,14.22600000,15.38800000,5714145.40000000,1636934399999,95147314.10280000,314078,2824019.00000000,47116068.75740000,0
1636934400000,15.36200000,16.80000000,12.90800000,16.00100000,2548108.40000000,1637539199999,37766994.41480000,126440,1191067.50000000,17650391.75430000,0
1637539200000,16.02500000,16.65000000,12.80000000,14.54800000,2422919.30000000,1638143999999,35578304.15220000,119888,1202161.70000000,17680035.59510000,0
1638144000000,14.54800000,15.15400000,9.34800000,9.69500000,2560429.40000000,1638748799999,31659133.03920000,110234,1241544.50000000,15369630.97870000,0
1638748800000,9.69300000,10.50000000,8.57400000,9.69000000,306086.00000000,1639353599999,2807989.60150000,12790,150912.00000000,1383954.15290000,0
